,epoch,lr,train_loss,test_loss,tt_loss,tt_r2,test_MAE
0,0,0.002,0.7235929489135742,0.562746524810791,0.5239613056182861,0.6974770954924865,0.3166826069355011
1,1,0.0019997806834748453,0.5321828842163085,0.5024989247322083,0.46870559453964233,0.7579195665115531,0.2525041401386261
2,2,0.0019991228300988585,0.491799546033144,0.480113685131073,0.43198996782302856,0.7943605659608526,0.23050816357135773
3,3,0.0019980267284282717,0.48186094537377355,0.4705040454864502,0.4076663851737976,0.8168661690152595,0.221373051404953
4,4,0.0019964928592495043,0.4595987871289253,0.48607203364372253,0.4199303984642029,0.805681746852797,0.23626501858234406
5,5,0.0019945218953682734,0.47718600183725357,0.4537997543811798,0.38157919049263,0.8395543963543808,0.20593322813510895
6,6,0.001992114701314478,0.44460569024086,0.4367094933986664,0.3634462058544159,0.8544412228828222,0.19071418046951294
7,7,0.0019892723329629886,0.4572478011250496,0.4285627007484436,0.34458744525909424,0.8691551540169329,0.1836649775505066
8,8,0.001985996037070505,0.4302476905286312,0.4091480076313019,0.321880042552948,0.8858317731769426,0.16740109026432037
9,9,0.001982287250728689,0.39295474365353583,0.3840044438838959,0.2829021215438843,0.911808160194966,0.14745840430259705
10,10,0.0019781476007338056,0.3564151622354984,0.4490606486797333,0.3501620888710022,0.8648873160914401,0.20165446400642395
11,11,0.0019735789028731605,0.3365928765386343,0.3978669047355652,0.33555352687835693,0.8759258960482519,0.1582970768213272
12,12,0.001968583161128631,0.29524473175406457,0.321181058883667,0.24553073942661285,0.933569734493235,0.10315628349781036
13,13,0.0019631625667976584,0.2884957816451788,0.29951801896095276,0.23154105246067047,0.9409242493315512,0.0897100418806076
14,14,0.001957319497532067,0.27916289269924166,0.29292282462120056,0.23982448875904083,0.9366216496315386,0.08580277860164642
15,15,0.0019510565162951536,0.2413015678524971,0.29469889402389526,0.2293415516614914,0.9420412993260429,0.08684643357992172
16,16,0.0019443763702374813,0.25655560567975044,0.2872289717197418,0.21014326810836792,0.9513388346885737,0.08249948173761368
17,17,0.0019372819894918915,0.2514475654810667,0.2342522293329239,0.1699948012828827,0.9681567383123697,0.05487310513854027
18,18,0.0019297764858882513,0.2324777364730835,0.23238427937030792,0.17650876939296722,0.9656695122268671,0.05400145426392555
19,19,0.0019218631515885006,0.19581009894609452,0.23991389572620392,0.23834048211574554,0.9374036071515206,0.05755767971277237
20,20,0.001913545457642601,0.20279782228171825,0.22924017906188965,0.20333701372146606,0.9544400068830385,0.052550058811903
21,21,0.0019048270524660196,0.18793694041669368,0.22326749563217163,0.15349970757961273,0.9740368108076161,0.049847379326820374
22,22,0.0018957117602394129,0.183136510848999,0.21879136562347412,0.14404185116291046,0.9771378120656559,0.04786866530776024
23,23,0.0018862035792312146,0.18538822047412395,0.23420937359333038,0.175908625125885,0.9659025779542503,0.054853033274412155
24,24,0.0018763066800438636,0.17608121186494827,0.25072816014289856,0.168612539768219,0.9686724953603741,0.06286361068487167
25,25,0.0018660254037844387,0.18734459038823842,0.21945255994796753,0.18512751162052155,0.9622349070531727,0.0481584258377552
26,26,0.0018553642601605068,0.18115064613521098,0.21451814472675323,0.14017507433891296,0.9783488573954663,0.046017035841941833
27,27,0.001844327925502015,0.16710467580705882,0.24111220240592957,0.15348462760448456,0.9740419067958411,0.05813409760594368
28,28,0.0018329212407100994,0.15110708586871624,0.2535191774368286,0.1657961905002594,0.9697103229409881,0.064270980656147
29,29,0.001821149209133704,0.17401617281138898,0.27785202860832214,0.21242864429950714,0.9502746435686089,0.0772007554769516
30,30,0.0018090169943749475,0.17120236791670324,0.2408505529165268,0.12498530000448227,0.982787205726675,0.058007992804050446
31,31,0.0017965299180241962,0.1863543126732111,0.27198463678359985,0.15776661038398743,0.9725732640024508,0.07397464662790298
32,32,0.0017836934573258398,0.16942399963736535,0.22574733197689056,0.1284891664981842,0.9818085175215586,0.050960857421159744
33,33,0.0017705132427757893,0.1666601687669754,0.24380378425121307,0.1530059278011322,0.9742035879900073,0.059439290314912796
34,34,0.0017569950556517563,0.15317570120096208,0.22026784718036652,0.12460990250110626,0.9828904564819895,0.048516929149627686
35,35,0.0017431448254773944,0.13544649258255959,0.24899201095104218,0.14500504732131958,0.9768310202086325,0.06199602410197258
36,36,0.0017289686274214115,0.15523415803909302,0.22257010638713837,0.13106213510036469,0.9810726221269006,0.04953645169734955
37,37,0.0017144726796328035,0.155786526016891,0.23377558588981628,0.13685615360736847,0.9793620432882214,0.05465002730488777
