,epoch,lr,train_loss,valid_loss,valid_MAE,valid_r2
81,81,0.0009021878176350422,0.0018046377361684606,0.2961556911468506,0.5803186297416687,0.853154159997845
82,82,0.0008998423292435454,0.0008676343098066856,0.34964123368263245,0.664387583732605,0.8551289837177999
83,83,0.0008974721766937551,0.0024685874797295833,0.3068966269493103,0.5917285680770874,0.8545196657088292
84,84,0.0008950775061878451,0.001975378480510435,0.2776493430137634,0.54243004322052,0.8664088552803076
85,85,0.0008926584654403724,0.0038603479447572127,0.2721445858478546,0.5387110710144043,0.8618552507143774
86,86,0.0008902152036691648,0.002654618327168451,0.28064602613449097,0.5489726066589355,0.8599777358510723
87,87,0.0008877478715861173,0.0020211403784544573,0.40529176592826843,0.7543942928314209,0.8341084107568543
88,88,0.0008852566213878947,0.0015961034358411596,0.3534734845161438,0.6788115501403809,0.8245023207158436
89,89,0.0008827416067465441,0.0018385752387668776,0.4051254391670227,0.7643221020698547,0.8154291071402886
90,90,0.0008802029828000156,0.0012719418475593345,0.27950021624565125,0.5449383854866028,0.8683699810155341
91,91,0.0008776409061425918,0.0009683252892632415,0.3520113527774811,0.6699232459068298,0.8479686842695301
92,92,0.0008750555348152298,0.0012342328394668689,0.3013777434825897,0.5969403982162476,0.8475114675106352
93,93,0.000872447028295811,0.002027157856070477,0.2958675026893616,0.5757856965065002,0.8463475568129457
94,94,0.0008698155474893048,0.00102892420862032,0.3298189342021942,0.6431349515914917,0.8383293177141342
95,95,0.0008671612547178428,0.0014816301240437272,0.300872802734375,0.5871328115463257,0.8624180604592581
96,96,0.0008644843137107057,0.001800953801991283,0.2854791581630707,0.5578290820121765,0.8597014539991287
97,97,0.0008617848895942247,0.0032345080289287844,0.45255333185195923,0.7952032089233398,0.8416912682079882
98,98,0.0008590631488815944,0.002074538581613181,0.27723902463912964,0.5477190017700195,0.8666642300671215
99,99,0.0008563192594626027,0.0030968135249787483,0.30201828479766846,0.5930575728416443,0.85125888524022
100,100,0.0008535533905932737,0.001670195896556412,0.37643560767173767,0.7206939458847046,0.8220369443552726
101,101,0.000850765712885428,0.0015425546013790629,0.27686378359794617,0.5454348921775818,0.8685260303810086
102,102,0.0008479563982961571,0.001741433813088182,0.2702665627002716,0.5312119126319885,0.8662686606860659
103,103,0.0008451256201172186,0.0014876808593238609,0.33608347177505493,0.6408940553665161,0.8613285375203388
104,104,0.0008422735529643444,0.0011836807580961697,0.26632189750671387,0.5287324786186218,0.8700691265897016
105,105,0.0008394003727664709,0.0008932455726291822,0.2828047275543213,0.5548819899559021,0.8676906804943786
106,106,0.0008365062567548867,0.001431269814138827,0.27225497364997864,0.5318115949630737,0.8715635328286523
107,107,0.0008335913834522999,0.0021582293337669926,0.34750786423683167,0.6616429686546326,0.8282726314107436
108,108,0.0008306559326618259,0.002382103515707928,0.28445467352867126,0.5593560934066772,0.8544292800959873
109,109,0.000827700085455897,0.0023094536601633267,0.310690313577652,0.6001198291778564,0.8696563601456816
110,110,0.0008247240241650919,0.0026461337355599885,0.6070340871810913,0.9859309196472168,0.8086747255443986
111,111,0.0008217279323668895,0.0010556397230728812,0.271696001291275,0.5373219847679138,0.8613502127414202
112,112,0.0008187119948743449,0.0029491162386493406,0.2696124017238617,0.5353761315345764,0.868628806944072
113,113,0.0008156763977246888,0.0012567767846411552,0.2835356891155243,0.5616471171379089,0.8702155951349355
114,114,0.0008126213281678527,0.001352288908716561,0.27794548869132996,0.5482741594314575,0.8575551750323881
115,115,0.000809546974654917,0.004304477702016416,0.26830288767814636,0.5292306542396545,0.8677662676805757
116,116,0.0008064535268264883,0.0022336000549620476,0.26261213421821594,0.5163464546203613,0.8746253555505069
117,117,0.0008033411755009999,0.0024279971485552583,0.26528140902519226,0.5269625782966614,0.8672710280873897
118,118,0.0008002101126629421,0.0022952299619066543,0.28748252987861633,0.5638788938522339,0.868898544747064
119,119,0.0007970605314510193,0.0011076492027959962,0.2735380530357361,0.5427162051200867,0.8711817477953607
120,120,0.0007938926261462367,0.0017958300701086073,0.2690953016281128,0.5310583114624023,0.864055132416394
121,121,0.0007907065921599152,0.0025882243678189707,0.2947539687156677,0.581130862236023,0.8606834543258017
122,122,0.0007875026260216394,0.0020315878201222076,0.27576008439064026,0.5420978665351868,0.8668672775250167
123,123,0.000784280925367132,0.0015751690320346665,0.3569563329219818,0.6764442920684814,0.8175848798761146
124,124,0.0007810416889260654,0.0012320324346639109,0.2825663983821869,0.5563054084777832,0.8577183865718677
125,125,0.0007777851165098012,0.0031822902568872423,0.2946365177631378,0.5838616490364075,0.8560082742433175
126,126,0.0007745114089990659,0.0028386385976404385,0.2709241807460785,0.5335712432861328,0.8601204633713412
127,127,0.0007712207683315594,0.003040671780489493,0.4337347745895386,0.7925007939338684,0.8382219042821494
128,128,0.0007679133974894983,0.002453932511633721,0.263093501329422,0.520350992679596,0.8657803474965421
129,129,0.0007645895004870953,0.0026939247829326687,0.28378376364707947,0.5586443543434143,0.8641569875623858
130,130,0.0007612492823579744,0.0023445478384045587,0.27232789993286133,0.5402429103851318,0.8661558981817378
131,131,0.0007578929491425237,0.002092177669207255,0.3102998733520508,0.6171364188194275,0.8533920003915164
132,132,0.0007545207078751857,0.0022996730994487152,0.2713848054409027,0.5375840663909912,0.8650728947601617
133,133,0.0007511327665716863,0.0036038516656212187,0.3237666189670563,0.6102398633956909,0.861323237543616
134,134,0.0007477293342162038,0.0021638885356377864,0.3235762119293213,0.62181556224823,0.8298139414049446
135,135,0.0007443106207484776,0.0008828397570312887,0.29433032870292664,0.5768527388572693,0.8671415829713525
136,136,0.0007408768370508576,0.003110566432925238,0.2876955270767212,0.5680776834487915,0.8584542762384767
137,137,0.0007374281949352972,0.0012901503106822138,0.4426501989364624,0.8019173741340637,0.7764847120508639
