,Smiles,C18-TFA,C18-NH4,CN-TFA,CN-NH4,Phen-TFA,Phen-NH4,AQ-TFA,AQ-NH4
20,CC=1C=C(C(C)=CC1Cl)S(=O)(=O)NCCO,2.742,2.737,2.569,2.547,3.004,2.881,3.082,3.066
21,CC(C)C(N)C1=NC(=NO1)C=2C=CC=CC2,2.053,3.144,1.9009999999999998,2.794,2.355,3.0909999999999997,2.38,3.5300000000000002
22,CC(C)CC1(CO)CCCN1,1.1680000000000001,0.785,0.7370000000000001,1.6589999999999998,1.4619999999999997,1.084,1.48,1.6749999999999998
23,FC=1C(Cl)=CC=CC1C(=O)N2CCOCC2,2.369,2.37,2.251,2.258,2.669,2.578,2.781,2.7479999999999998
24,CCC1=NN=C(SC2CCCCNC2=O)N1,1.145,1.2930000000000001,1.192,1.35,1.488,1.479,1.609,1.6600000000000001
25,CN1CC(CC1=O)NS(=O)(=O)C=2C=CC=CC2Cl,1.807,1.8090000000000002,1.9300000000000002,1.935,2.262,2.113,2.2439999999999998,2.194
26,CC(C)(NC(=O)C1CNC(=O)C1)C=2C=CC=CC2,1.822,1.818,1.7240000000000002,1.742,2.162,2.006,2.254,2.207
27,CN(C1CCCC=2C=CC=CC12)S(=O)(=O)N,2.865,2.863,2.679,2.68,3.143,3.016,3.186,3.178
28,CNCC1CCCN1S(=O)(=O)C=2C=CC=C(Cl)C2,1.896,1.658,1.729,4.045,2.271,1.9969999999999999,2.242,3.7059999999999995
29,NC(=O)C1C2CC3CC(C2)CC1C3,2.5380000000000003,2.531,2.293,2.3,2.753,2.641,3.0949999999999998,3.157
30,CC=1C=CC(=CC1C)S(=O)(=O)NCCO,2.105,2.103,2.024,2.028,2.447,2.303,2.497,2.4859999999999998
31,CC1(CC1)C=2C=CNN2,1.193,1.9940000000000002,0.867,1.7759999999999998,1.532,2.165,1.6229999999999998,2.554
32,O=C(N1CC=2C=CC=CC2C1)C3(CCCC3)C#N,3.393,3.3899999999999997,3.097,3.086,3.5949999999999998,3.5039999999999996,3.612,3.6529999999999996
33,N[C@H]1CCN(C1)C(=O)C=2C=CC=C(F)C2F,1.0979999999999999,1.149,0.756,1.56,1.496,1.456,1.432,1.669
34,CC(C)(C)NC(=O)CC1=NOC=2C=CC=CC12,2.853,2.861,2.682,2.689,3.057,2.943,3.167,3.14
35,CC1(C)COCCN1C(=O)C=2C=CC(F)=C(F)C2,3.0,3.007,2.677,2.683,3.1959999999999997,3.085,3.2670000000000003,3.2459999999999996
36,FC=1C=CC=C(CC(=O)NC=2SC=CC2C#N)C1,3.329,3.3120000000000003,3.204,3.173,3.535,3.418,3.542,3.527
37,FC(F)OC=1C=CC=CC1C(=O)N2CCSCC2,2.859,2.855,2.715,2.721,3.2030000000000003,2.199,3.173,3.165
38,NC1CCCS(=O)(=O)C=2C=CC=CC12,0.8210000000000001,1.1309999999999998,0.526,1.403,1.283,1.4969999999999999,1.145,1.5549999999999997
39,OC1(CCOCC1)C=2C=CC=CC2,1.8900000000000001,1.892,1.6880000000000002,1.6960000000000002,2.213,2.0949999999999998,2.3129999999999997,2.249
40,CCCNS(=O)(=O)C=1C=CC(C)=C(C)C1,3.367,3.366,3.027,3.028,3.5060000000000002,3.4239999999999995,3.5839999999999996,3.604
41,CNCC=1C=CC=C(C1)N2CC(C)CS2(=O)=O,1.31,1.1019999999999999,1.168,2.66,1.751,1.4659999999999997,1.677,1.9129999999999998
42,CS(=O)(=O)NC=1C=CC=CC1N2CCCCC2,1.283,3.8289999999999997,1.05,3.321,1.7029999999999998,3.792,1.6999999999999997,3.968
43,CC=1C=CC(CS(=O)(=O)C2=NC=CN2C)=CC1,2.459,2.512,2.399,2.441,2.847,2.727,2.868,2.9339999999999997
44,CCN1C(NC2(CCCC2)C1=O)C3=CN=CS3,1.145,1.577,1.119,1.6430000000000002,1.5469999999999997,1.791,2.195,2.042
45,FC(F)(F)C=1C=CC=CC1C(=O)N2CCSCC2,3.06,3.059,2.81,2.814,3.343,3.21,3.3659999999999997,3.402
46,CCC1CCCN(C1)C(=O)C=2C(C)=NSC2NC,2.4810000000000003,2.8160000000000003,2.401,2.621,2.774,2.898,3.081,3.3120000000000003
47,CNC(=O)C=1C=CC=NC1SC(C)C,1.8200000000000003,2.083,1.6390000000000002,1.831,2.175,2.256,2.319,2.489
48,NC(C=1C=CC=CC1)C(F)(F)F,1.3199999999999998,,1.042,,1.6520000000000001,2.661,1.666,2.9299999999999997
49,CC(C)C1=NC(CO)=NN1,0.351,0.5599999999999999,0.030000000000000027,0.476,0.82,0.7580000000000001,0.7800000000000001,1.041
50,CC=1C=CC(NS(=O)(=O)C=2C=CC=CC2)=NC1,1.888,1.904,1.8450000000000002,1.866,2.326,2.197,2.288,2.412
51,CNC=1C=CC(=CC1)S(=O)(=O)N(C)C,2.2110000000000003,2.3480000000000003,2.254,2.343,2.648,2.618,2.648,2.808
52,FC=1C=CC=C2C1NCC32CCCC3,2.0460000000000003,4.149,1.6400000000000001,,2.3409999999999997,3.907,2.52,4.3149999999999995
53,CC=1C=CN(CC=2C=CC(C#N)=CC2F)C(=O)C1,2.274,2.286,2.396,2.409,2.737,2.597,2.747,2.7279999999999998
