,Smiles,C18-TFA,C18-NH4,CN-TFA,CN-NH4,Phen-TFA,Phen-NH4,AQ-TFA,AQ-NH4
54,CC(C)CN1C=NC(=C1)S(=O)(=O)N2CCC32CCC3,2.9010000000000002,2.9730000000000003,2.72,2.763,3.2089999999999996,3.133,3.234,3.3549999999999995
55,CC1(C)COCCN1CC=2C=CC(C#N)=CC2F,1.1400000000000001,3.6950000000000003,1.026,3.092,1.6799999999999997,3.54,1.5619999999999998,3.9429999999999996
56,CNC(=O)C1CC1C=2C=CC=C(Cl)C2,2.7150000000000003,2.708,2.676,2.669,3.045,2.908,3.1790000000000003,3.2249999999999996
57,CC1=NC=CN1C=2C=CC=CC2CNS(=O)(=O)C,0.9880000000000001,1.6520000000000001,0.71,1.952,1.491,1.9449999999999998,1.342,2.138
58,FC=1C=CC=C(F)C1C(=O)N2CCNCC2,0.92,0.9149999999999999,0.6020000000000001,1.758,1.355,1.3679999999999999,1.249,1.7389999999999999
59,CC=1C=CC=C(C1)C2CCNC2C(=O)O,1.5420000000000003,1.1440000000000001,1.171,1.039,1.9489999999999998,1.399,1.9169999999999998,1.642
60,CC(N1CCCCC1=O)C(=O)O,1.04,0.244,0.812,-0.04799999999999993,1.4609999999999999,0.485,1.4379999999999997,0.6630000000000001
61,OC(=O)C1NCCC1C=2C=CC=C(F)C2,1.3210000000000002,0.92,0.919,0.808,1.7439999999999998,1.205,1.666,1.375
62,CC1COCCN1CC=2C=CC(C#N)=CC2F,1.016,3.007,0.7470000000000001,2.598,1.549,3.039,1.362,3.407
63,CC1=CC=C(S1)C(=O)N2CCOCC32CCOC3,2.5140000000000002,2.515,2.312,2.33,2.835,2.705,2.899,3.0
64,CC1CCN(CC1)C(=O)C=2C=C(F)C=CC2F,3.4050000000000002,3.412,2.975,2.988,3.5359999999999996,3.423,3.6630000000000003,3.761
65,CN(C)C(=O)CC=1C=CC=CC1Cl,2.3930000000000002,2.3970000000000002,2.193,2.21,2.753,2.625,2.864,2.883
66,CC=1C=CC(=CC1Cl)S(=O)(=O)NC2CCCNC2,1.931,1.8120000000000003,1.7200000000000002,3.8859999999999997,2.351,2.187,2.318,3.4210000000000003
67,CNC(=O)C=1C=CC=NC1OC=2C=CC=CC2,2.287,2.298,2.214,2.229,2.67,2.52,2.738,2.807
68,NC(C1=NOC(=N1)C2CC2)C=3C=CC=CC3,1.4900000000000002,2.258,1.177,2.184,1.9409999999999998,2.521,1.8559999999999999,2.889
69,OC(=O)C1(CCCC1)C=2C=CC=NC2,1.052,0.9400000000000001,0.615,0.567,1.5539999999999998,1.157,1.423,1.3900000000000001
70,O=C1NC(=O)C2(CCC2)N1,0.614,,0.5549999999999999,0.5609999999999999,1.1560000000000001,0.852,1.0539999999999998,1.3860000000000001
71,"C[C@@H]1CCCN[C@@H]1C(=O)O |&1:1,6,r|",0.46299999999999997,-0.015000000000000013,0.039000000000000035,0.05500000000000005,0.995,-0.0040000000000000036,0.8190000000000001,0.3810000000000001
72,CN1C=C(NC(=O)C2(CCCC2)C#N)C=N1,1.835,1.8560000000000003,1.9209999999999998,1.939,2.275,2.108,2.276,2.311
73,NC(C(=O)N1CCOC2(CCC2)C1)C=3C=CC=CC3,1.5900000000000003,1.876,1.2650000000000001,2.298,1.94,2.149,1.9379999999999997,2.7479999999999998
74,CNC=1SN=C(C)C1C(=O)N2CCC(C)CC2,2.1830000000000003,2.483,2.181,2.382,2.509,2.664,2.78,3.089
75,O=C(N(CC#N)C1CC1)C2=CC=CS2,2.318,2.3200000000000003,2.271,2.281,2.8329999999999997,2.689,2.683,2.783
76,CC1=NOC(C)=C1NS(=O)(=O)C=2C=CC=CC2Cl,2.7600000000000002,2.728,2.778,2.718,3.151,2.999,3.077,3.1879999999999997
77,CC1=NOC(C)=C1CN2CCCCC2C(=O)N,0.6050000000000001,1.7480000000000002,0.3700000000000001,1.738,1.145,1.783,0.9940000000000001,2.234
78,CN1C(C(CCC1=O)C(=O)O)C2=CC=CS2,1.6830000000000003,0.757,1.7149999999999999,0.22899999999999998,2.139,1.008,2.132,1.209
79,C1CC2(CN1)CCC=3C=CC=CC3O2,1.609,1.306,1.2839999999999998,3.972,2.069,1.746,2.006,4.161
80,CC[C@H](N)C(=O)N1CCC2(CCCC2)C1,1.6190000000000002,1.883,1.44,2.907,1.7879999999999998,1.9180000000000001,1.85,3.2910000000000004
81,CC=1C=C(Cl)C=CC1S(=O)(=O)N2CCCC2CN,1.9580000000000002,2.181,1.2930000000000001,3.8590000000000004,2.198,2.285,2.225,3.62
82,CC(CNS(=O)(=O)C)N1CCCCC1C,0.711,0.678,0.47,1.4420000000000002,0.9540000000000001,0.8119999999999999,0.8119999999999999,0.9900000000000001
83,CCC1CCCCN1C(=O)C2CCC2,3.3560000000000003,3.3640000000000003,2.773,2.792,3.1710000000000003,3.173,3.5380000000000003,3.5359999999999996
84,CC1=NOC=2N=C(C)C=C(C(=O)N3CCCC3)C12,1.952,1.9570000000000003,1.9420000000000002,1.9529999999999998,2.117,2.104,2.0989999999999998,2.1029999999999998
85,O=C([C@@H]1CCCO1)N2CCC3(C2)CCCOC3,1.5580000000000003,1.5620000000000003,1.4460000000000002,1.4500000000000002,1.6909999999999998,1.6799999999999997,1.75,1.755
86,FC(F)OC=1C=CC=CC1C(=O)N2CCOCC2,2.123,2.129,2.054,2.069,2.264,2.259,2.2479999999999998,2.242
87,CC1CN(CCN1)S(=O)(=O)C=2C=CC=CC2Cl,1.512,2.126,1.5419999999999998,2.849,1.7359999999999998,2.277,1.7319999999999998,2.679
88,CCC1OCCCC1C(=O)N2CN(CC)C(=O)C2,1.5190000000000001,1.5230000000000001,1.4740000000000002,1.484,1.661,1.6509999999999998,1.665,1.669
89,CC=1C=CC(=C(Cl)C1)S(=O)(=O)N2CCC(N)C2,1.633,2.0900000000000003,1.6480000000000001,2.947,1.862,2.243,1.874,2.721
90,CN(CC=1C=CN=CC1)C(=O)C2CCCO2,0.523,1.169,0.235,1.4580000000000002,0.711,1.322,0.64,1.4339999999999997
91,CS(=O)(=O)N1CCOCC21CCC2,1.7680000000000002,1.7070000000000003,,1.5020000000000002,1.8409999999999997,1.8239999999999998,1.8489999999999998,1.791
92,CC(C)C(=O)N1CCCC1C=2C=CC(F)=CC2,3.144,3.1510000000000002,2.837,2.852,3.134,3.129,3.285,3.2889999999999997
93,O=C(CN1CCSCC1)N2CCCCC2,0.9149999999999999,2.298,0.7410000000000001,2.112,1.15,2.36,1.0619999999999998,2.564
94,CC1CCCN(CC2=NC=C(O2)C(C)(C)C)C1,1.9730000000000003,3.965,1.85,3.3489999999999998,2.156,3.4290000000000003,2.241,4.673
95,CCN(CC)C(=O)C=1C=NN2C=CC=NC12,1.4969999999999999,1.5,1.4620000000000002,1.4769999999999999,1.6179999999999999,1.605,1.706,1.714
96,CCC1N(CCC=2C=CC=CC12)C(=O)CNC,1.839,1.8000000000000003,1.7389999999999999,4.038,1.976,1.9699999999999998,1.988,3.718
97,CC(C)[C@H](N)C(=O)N1CCOC2(C1)CCCCCC2,1.887,2.45,1.7109999999999999,3.112,2.0709999999999997,2.435,2.137,3.466
98,O=C(CCC=1C=CSC1)N2CCOCC32CCOC3,2.521,2.525,2.3890000000000002,2.402,2.664,2.659,2.662,2.659
99,NCC1CCN(C1)C(=O)C=2C(F)=CC(F)=CC2F,,1.052,,,1.3639999999999999,1.2469999999999999,1.3479999999999999,1.6400000000000001
100,CNC(=O)C1(CC2CC3CC(C2)C1)C3,2.652,2.657,2.42,2.436,2.648,2.64,2.9899999999999998,3.011
101,CN(C1CCCC1)C(=O)CN2C=CC(=O)NC2=O,1.463,1.4660000000000002,1.371,1.3980000000000001,1.6469999999999998,1.649,1.593,1.6179999999999999
102,CC(SC1=NN=NN1C)C=2C=CC=CC2,3.123,3.126,2.874,2.8890000000000002,3.186,3.1769999999999996,3.1719999999999997,3.1799999999999997
103,CCN(CC)S(=O)(=O)N1CCCC(C1)C(F)(F)F,3.899,3.8890000000000002,3.3699999999999997,3.3750000000000004,3.694,3.683,3.8099999999999996,3.816
104,CCN(C1CCCCC1)S(=O)(=O)C=2C=NN(C)C2,3.2600000000000002,3.261,2.96,2.97,3.2379999999999995,3.229,3.3040000000000003,3.3129999999999997
105,CC(C1CC1)N(C)C(=O)C2CCCC2,3.323,3.329,2.79,2.808,3.164,3.155,3.45,3.457
106,CC=1N=C(SC=2C=CN=C(C)N2)OC1C,2.31,2.464,2.109,2.278,2.252,2.4339999999999997,2.516,2.777
107,CCN(C)C(=O)C1(CC2CC3CC(C2)C1)C3,3.83,3.832,3.102,3.12,3.5090000000000003,3.5010000000000003,4.029,4.053
108,O=C(CC=1C=CSC1)N2CCOCC32CCOC3,2.1100000000000003,2.1140000000000003,2.028,2.04,2.285,2.282,2.257,2.296
109,COC=1C=CC=CC1C2CCCN2C(=O)CN,,1.649,,3.086,1.7559999999999998,1.843,1.7479999999999998,2.61
110,O=C(N1CCOCC21CCOC2)C=3C=CSC3,1.908,1.9140000000000001,1.8250000000000002,1.8399999999999999,2.09,2.0749999999999997,2.0549999999999997,2.084
111,CC=1C=CC(F)=C(C1)C(=O)NC2(CCC2)C(=O)O,2.414,1.275,2.276,0.786,2.468,1.311,2.5,1.262
112,OC[C@H]1CCCN1C(=O)NCC=2C=CC=CC2F,,1.9980000000000002,,2.043,2.142,2.124,2.178,2.206
113,CC=1C=CC=CC1CN2CCCC(O)C2,1.1509999999999998,2.346,0.9910000000000001,2.797,1.376,2.243,1.3369999999999997,3.129
114,CCN(C1CC1)C(=O)C2CCC=CC2,3.1710000000000003,3.168,2.683,2.7,3.048,3.048,3.292,3.3229999999999995
115,CC1CN(C(C)CO1)C(=O)C2=CC=3CCCC3S2,3.2765,3.2800000000000002,2.8325,2.842,3.207,3.205,3.378,3.423
116,CC=1C=CC=C(CN2CCCC2(C)CO)C1,1.4220000000000002,1.995,1.3210000000000002,3.977,1.669,1.931,1.6400000000000001,3.2800000000000002
117,CC1CCN(CCS1)C(=O)C=2C=C(C)C=CC2F,3.3790000000000004,3.3810000000000002,2.996,3.017,3.3739999999999997,3.3609999999999998,3.4189999999999996,3.4699999999999998
118,N#CC1(CCC1)C=2C=CC=CN2,2.023,2.41,1.5670000000000002,2.1,1.8900000000000001,2.423,1.932,2.556
119,CN(C1CCNC1)C(=O)C=2C(C)=NN(C)C2C,0.5650000000000001,0.45699999999999996,0.41999999999999993,1.3370000000000002,0.7000000000000001,0.5970000000000001,0.6900000000000001,1.0340000000000003
120,CC=1C=C(C(=O)N2CCOCC3(CC3)C2)N(C)N1,1.7560000000000002,1.775,1.7360000000000002,1.7640000000000002,1.875,1.875,1.944,2.046
121,CN1N=CC(Br)=C1CN2C[C@@H](F)C[C@H]2CO,0.674,2.122,0.488,2.069,0.9110000000000001,2.251,0.7740000000000001,2.355
122,CCC1CCCCN1S(=O)(=O)C=2C=NN(C)C2,2.846,2.849,2.641,2.651,2.886,2.877,2.92,2.997
123,CCCN1N=C(C=CC1=O)C(=O)N2CCSCC2,2.216,2.221,2.162,2.169,2.4,2.376,2.409,2.508
124,CCC(C)C(=O)N1CSCC1C(=O)O,,0.729,,,1.9659999999999997,0.769,1.871,0.7180000000000001
125,CCOC1CC(O)C21CCN(CC2)C(=O)C3CC(C)C3,2.577,2.596,2.293,2.313,2.5749999999999997,2.557,2.714,2.8289999999999997
126,C=CCC1(CCC1)C(=O)N2CCCC2,2.757,2.7640000000000002,2.399,2.42,2.742,2.729,3.035,3.106
127,CNC1CCN(CC1)C=2C=CC=CC2C(F)(F)F,2.18,2.061,2.164,5.218999999999999,2.411,2.439,2.4939999999999998,4.673
128,CC1CCCN(C1CN)S(=O)(=O)C=2C=CC=CC2,1.799,1.6950000000000003,1.7429999999999999,3.993,1.9419999999999997,1.928,1.956,3.4290000000000003
129,CNC1CCCN(C1)S(=O)(=O)C=2C=CC=C(C)C2,1.673,1.8650000000000002,1.6150000000000002,3.762,1.887,2.0589999999999997,1.8969999999999998,3.4770000000000003
130,CC(NC(=O)C1CC1)C=2C(C)=NN(C)C2C,0.9620000000000001,1.5020000000000002,0.8320000000000001,1.649,1.0750000000000002,1.584,1.0699999999999998,1.8169999999999997
131,OC(=O)C1CN(C(=O)C2CCC2)C=3C=CC=CC13,2.516,1.177,2.475,0.871,2.651,1.3159999999999998,2.5949999999999998,1.2930000000000001
132,CC1CCCCC1N(C)C(=O)C=2C=NN(C)C2C,2.6140000000000003,2.6350000000000002,2.464,2.5060000000000002,2.622,2.637,3.023,3.131
133,CN(C1CCCCC1)C(=O)C2CC2,2.9650000000000003,2.972,2.537,2.554,2.887,2.886,3.208,3.303
134,CCC(C(=O)N1CCS(=O)CC1)C=2C=CC=CC2,2.0700000000000003,2.0660000000000003,,2.053,2.209,2.197,2.272,2.36
135,CC1CCCCN1S(=O)(=O)C=2C=CC=CC2C#N,3.433,3.4299999999999997,3.163,3.17,3.455,3.4429999999999996,3.4290000000000003,3.4989999999999997
136,CC=1C=CC(F)=C(C1)C(=O)N2CCCC2,2.678,2.6870000000000003,2.423,2.442,2.731,2.7239999999999998,2.87,2.932
137,CC(=O)N1CCCC2(CCCCC2)CC1,3.4370000000000003,3.4480000000000004,3.0100000000000002,3.151,3.2779999999999996,3.2729999999999997,4.056,4.063
138,CC=1C=CC(=C(C)C1)S(=O)(=O)N2CCCC2CN,1.9130000000000003,1.932,1.842,4.034000000000001,2.088,2.11,2.084,3.5549999999999997
139,NCC1CCCN1S(=O)(=O)C=2C=CC=C(Cl)C2,1.7469999999999999,1.718,1.69,3.828,1.952,1.923,1.895,3.314
140,O=C(N1CCOCC1)C2(CCCC2)C#N,2.02,2.0340000000000003,1.8719999999999999,1.8860000000000001,2.165,2.147,2.11,2.174
141,NC(=O)[C@@H]1C[C@@H](F)CN1CC=2C=CC=CC2C#N,1.101,2.073,0.857,2.15,1.1640000000000001,2.241,1.072,2.328
142,COC=1C=CC=CC1NC(=O)N2CCC[C@@H]2CO,,2.121,,2.089,2.23,2.234,2.29,2.391
143,OC1CCCN(C1)C=2C=CC=C(F)C2C#N,2.648,2.653,2.576,2.577,2.735,2.717,2.787,2.884
144,CC(C)N(C1CC1)C(=O)C2=CC=CS2,3.123,3.1310000000000002,2.732,2.744,3.0789999999999997,3.07,3.2110000000000003,3.2889999999999997
145,CC=1C=C(F)C=CC1CN2CCC3(CCOC3)C2,1.512,3.4190000000000005,1.5180000000000002,3.647,1.737,2.955,1.7029999999999998,3.9690000000000003
146,CC(CCO)C1=CNC=2C=CC=CC12,2.567,2.5620000000000003,2.535,2.535,2.667,2.645,2.6959999999999997,2.791
147,CN1N=NC=C1C(=O)N2CCCC2C3CCCC3,2.846,2.843,2.621,2.634,2.875,2.8649999999999998,2.989,3.1029999999999998
148,CCOC=1C=CC=CC1C(=O)N2CCN[C@H](C)C2,1.229,1.5230000000000001,1.035,2.141,1.4169999999999998,1.653,1.388,2.195
149,CC1CN(CCN1)S(=O)(=O)C=2C=CC=C(F)C2F,1.642,2.198,1.658,2.964,1.7679999999999998,2.3649999999999998,1.7439999999999998,2.791
150,CC(C)N(C1CC1)C(=O)C=2C=C(C)ON2,2.737,2.6630000000000003,2.335,2.352,2.651,2.647,2.737,2.894
151,CC1CN(CCN1)C(=O)C=2C=C(C)C(F)=CC2Cl,1.5220000000000002,2.056,1.3850000000000002,2.8890000000000002,1.71,2.1029999999999998,1.7309999999999999,3.032
152,CCC1CCCCN1C(=O)C=2SC(C)=NC2C,2.6670000000000003,2.838,2.371,2.555,2.572,2.784,2.907,3.2539999999999996
153,CC=1C=CSC1C(=O)N(CC#N)C2CC2,2.666,2.673,2.5180000000000002,2.533,2.789,2.789,2.734,2.824
154,CCS(=O)(=O)N1CCOC2CCCCC21,2.519,2.478,2.164,2.177,2.527,2.527,2.523,2.643
155,NCC(C(=O)N1CCC2(CCC2)C1)C=3C=CC=CC3,2.0260000000000002,2.0540000000000003,1.907,4.151999999999999,2.231,2.261,2.28,3.939
156,CN(C1CCCCC1)C(=O)CC=2C(C)=NOC2C,2.857,2.866,2.634,2.653,2.863,2.866,3.004,3.1189999999999998
157,COCC1=NC(C)=C(S1)C(=O)N2CC3(CCC3)CC2C,3.2800000000000002,3.198,2.758,2.778,3.089,3.106,2.363,3.476
158,N[C@@H]1CCN(C1)C(=O)C2SCCC=3C=CC=CC23,1.4170000000000003,1.597,1.3159999999999998,2.453,1.6520000000000001,1.799,1.6349999999999998,2.404
159,CC1CN(CC(C)N1)C(=O)C=2C=C(C)C=CC2F,1.3210000000000002,1.903,1.201,2.483,1.5,1.996,1.5070000000000001,2.552
160,CC1CCCCN1CC(=O)NC=2C=C(C)ON2,1.229,2.882,1.066,2.728,1.279,2.858,1.2229999999999999,3.175
161,CCC(=O)N(C)C=1C(F)=CC=CC1C(=O)O,1.9860000000000002,1.06,1.911,0.29000000000000004,2.061,0.9860000000000001,2.117,0.999
162,CC1CC1C(=O)NC2(CC3CC4CC(C3)C2)C4,3.849,3.8529999999999998,3.267,3.2710000000000004,3.5860000000000003,3.58,3.865,3.8789999999999996
163,ClC=1C=CC=CC1S(=O)(=O)N2CCOCC2,2.759,2.77,2.617,2.617,2.87,2.868,2.831,2.86
164,CN(C)S(=O)(=O)C=1C(C)=NNC1C,1.399,1.416,1.4849999999999999,1.499,2.161,1.56,1.5179999999999998,1.5589999999999997
165,CC=1N=CSC1C(=O)NCC=2C=CC=CC2Cl,2.5780000000000003,2.6710000000000003,2.625,2.667,2.705,2.742,2.804,2.867
166,CC(NS(=O)(=O)C=1C=CC=CC1)C=2C=CC=NC2,1.314,2.116,1.3079999999999998,2.328,1.4219999999999997,2.276,1.35,2.323
167,FC=1C=CC=NC1NC(=O)C2(CCCCC2)C#N,2.362,2.41,2.28,2.301,2.464,2.4819999999999998,2.471,2.515
168,CC(C(=O)N1CCCC(C1)C(=O)O)C2=CC=CS2,2.266,1.294,2.615,,2.414,1.314,2.381,1.2389999999999999
169,CC=1C=C(CN2C(=O)NC3(CCC3)C2=O)ON1,1.6750000000000003,1.689,1.6949999999999998,1.698,1.822,1.826,1.7719999999999998,1.811
170,O=C(NCC=1C=CN=CC1)C=2C=CC=C(C#N)C2,1.154,1.7270000000000003,1.083,2.231,1.2279999999999998,1.8980000000000001,1.2069999999999999,2.032
171,CC1CCCN(CC(=O)NC=2C=CC=CC2C)C1,1.79,4.203,1.725,3.557,1.9329999999999998,3.792,1.904,4.234
172,O=S(=O)(N1CCCC1)C=2C=CC=CC2C#N,2.698,2.7110000000000003,2.653,2.651,2.885,2.888,2.786,2.83
173,CC=1C=CC(=CC1C(=O)N2CCCC2)S(=O)(=O)C,1.7810000000000001,1.783,1.7879999999999998,1.8170000000000002,1.98,1.9859999999999998,1.9329999999999998,1.968
174,CC1CCN(CC1)C(=O)C(N)C=2C=CC=CC2,1.9490000000000003,2.166,1.7520000000000002,3.248,1.9699999999999998,2.367,2.013,3.11
175,CC=1N=CSC1C(=O)NC2CCN3CCCCC23,0.9920000000000001,1.0905,1.034,2.344,1.0819999999999999,1.2879999999999998,1.045,1.491
176,CC(NS(=O)(=O)C)C=1C=NN(C)C1C,0.8119999999999999,1.1749999999999998,0.865,1.242,1.001,1.2850000000000001,1.0190000000000001,1.323
177,O=C(NC1CCOC1)N2CCC3(CCC3)C2,1.9900000000000002,1.999,1.9860000000000002,1.992,2.085,2.088,2.282,2.292
178,CC(C)C=1OC=NC1C(=O)N2CCC3(CCCC3)CC2,4.016,4.038,3.233,3.241,3.6609999999999996,3.6630000000000003,4.076,4.092
179,CCN(C(=O)C=1C=CC=NC1)C=2C=CC=NC2C,0.5459999999999999,1.4890000000000003,0.45999999999999996,1.7600000000000002,0.707,1.7149999999999999,0.7000000000000001,1.798
180,COC=1C=C(C=CC1F)S(=O)(=O)N2CCCCC2,3.572,3.575,3.222,3.204,3.574,3.5649999999999995,3.622,3.6239999999999997
181,CC1CCN(CC1)S(=O)(=O)C=2C(C)=NOC2C,3.633,3.6470000000000002,3.202,3.182,3.5389999999999997,3.5410000000000004,3.6020000000000003,3.622
182,CC(C)(C(=O)N1CCNCC1)C=2C=CC=CC2,1.638,1.5990000000000002,1.459,3.096,1.673,1.8319999999999999,1.701,2.981
183,CC1CN(CC(C)O1)C(=O)C=2C=C(F)C=C(F)C2,2.823,2.843,2.462,2.471,2.774,2.787,2.89,2.923
184,NC(C(=O)N1CCCC1)C=2C=CC=CC2,1.362,1.4330000000000003,1.133,2.224,1.395,1.7189999999999999,1.3969999999999998,2.065
185,CC1=CC(CS(=O)(=O)C=2C=CC=CC2)=NO1,2.456,,2.411,,2.631,2.648,2.553,2.597
186,CC1CCCCC1NS(=O)(=O)C=2C=NN(C)C2,2.71,2.782,2.566,2.654,2.755,2.763,2.819,2.8569999999999998
187,CC(=O)NC1(CCCCCC1)C(=O)O,1.7120000000000002,0.858,1.1260000000000001,0.07600000000000007,1.771,0.906,1.8479999999999999,0.8850000000000001
188,CCC1CCCCN1C(=O)C=2C=CC=C(N)N2,1.669,2.2390000000000003,1.499,2.092,1.7189999999999999,2.316,1.746,2.544
189,CC1OCCCC1C(=O)N(C)C=2C=CC(Cl)=CN2,2.479,2.498,2.1350000000000002,2.165,2.501,2.515,2.671,2.7039999999999997
190,CCNS(=O)(=O)C=1C=CC(F)=C(OC)C1,2.531,2.532,2.478,2.473,2.638,2.653,2.638,2.6879999999999997
191,CC1CC(C)CN(C1)S(=O)(=O)C=2C(C)=NOC2C,4.026,4.037,3.4440000000000004,3.4309999999999996,3.8229999999999995,3.8259999999999996,3.9509999999999996,3.971
192,CNC(=O)CN(C)C1=NC=2C=CC=CC2S1,1.238,2.051,1.278,2.077,1.447,2.1879999999999997,1.508,2.342
193,COCC(=O)NC1CCSC=2C=CC=CC12,2.597,2.5980000000000003,2.471,2.467,2.698,2.702,2.787,2.789
194,FC(F)(F)C=1C=CC=C(C1)C(=O)N2CCOCC2,2.584,2.5860000000000003,2.435,2.439,2.635,2.64,2.731,2.747
195,OC(=O)C1CCCN(C1)C(=O)C=2C=CC=CC2F,1.916,0.973,1.907,0.3500000000000001,2.043,1.052,2.069,0.995
196,CC1CCC(CN2C(N)=CC(=O)NC2=O)CC1,2.146,2.1350000000000002,2.25,2.244,2.217,2.219,2.388,2.414
197,CN1C(C(CC1=O)C(=O)O)C2=CC=CS2,1.577,0.787,1.605,,1.73,0.783,1.7349999999999999,0.7660000000000001
198,CC=1C=CC=C(C(=O)N2CCC(C2)C(=O)O)C1F,1.9450000000000003,1.064,1.9209999999999998,0.546,2.0749999999999997,1.1270000000000002,2.105,1.0870000000000002
199,OC[C@@H]1C[C@H](F)CN1CC=2C=CC(F)=C(C#N)C2,1.105,2.406,0.9690000000000001,2.353,1.2199999999999998,2.542,1.142,2.556
200,CC=1C=CC(=CC1C)S(=O)(=O)NC=2C=CN(C)N2,2.623,2.611,2.587,2.534,2.752,2.745,2.7319999999999998,2.741
201,CC1=NN(CC=2C=CC=CC2Cl)C(C)=C1CO,1.963,2.436,1.9940000000000002,2.336,2.155,2.503,2.282,2.677
202,O=C(N1CCCC1)C2=NNC(=O)C=3C=CC=CC23,1.533,1.54,1.608,1.621,1.689,1.694,1.714,1.7319999999999998
203,O=C1NC(=O)C2(CN3CCC2CC3)N1,0.118,0.6070000000000001,0.031000000000000028,0.762,0.18400000000000005,0.644,0.128,0.505
204,CC(NC(=O)C1CCCO1)C=2C=C(C)SC2C,3.096,3.096,2.755,2.763,3.032,3.036,3.239,3.2489999999999997
205,NC(=O)C1CCCN(CC=2C=CC(F)=CC2Cl)C1,1.3530000000000002,2.694,1.112,2.757,1.492,2.7199999999999998,1.468,3.102
206,CN(C1CC1)C(=O)C2CC32CCNCC3,1.029,0.731,0.6799999999999999,1.698,1.065,0.934,1.0859999999999999,1.259
207,O=S(=O)(N1CCCCC1)C=2C=NNC2,1.891,1.9,1.838,2.235,2.05,2.062,2.025,2.049
208,CCC=1C=CSC1C(=O)N2CC(C)NC(C)C2,1.4650000000000003,2.012,1.198,2.61,2.011,2.088,1.5350000000000001,2.5469999999999997
209,CCC1OCCCC1C(=O)N(C)C=2C=CN(C)N2,1.9380000000000002,1.947,1.783,1.8159999999999998,2.003,2.018,2.116,2.118
210,FC=1C=CC=C(C1)S(=O)(=O)NC=2C=CC=CC2F,3.253,3.205,3.137,3.025,3.2800000000000002,3.2279999999999998,3.316,3.2649999999999997
211,CC(=O)NC1(CCCC=2C=CC=CC21)C(=O)O,1.8900000000000001,0.7739999999999999,1.818,0.08000000000000007,2.018,0.7880000000000001,2.057,0.7360000000000001
212,CNS(=O)(=O)C=1C=CC=C2C=C(C)C=NC12,2.282,2.551,2.288,2.474,2.4739999999999998,2.669,2.515,2.709
213,CC=1C=CC(C)=C(C1)S(=O)(=O)N2CCNC(=O)C2,2.311,2.311,2.323,2.322,2.432,2.444,2.4819999999999998,2.503
214,CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CN(C)N2,2.341,2.326,2.337,2.288,2.495,2.4859999999999998,2.479,2.4619999999999997
215,CC(C)(C)C1=NN=C(SC2CCCCNC2=O)O1,2.528,2.54,2.372,2.384,2.539,2.5509999999999997,2.698,2.715
216,OC(=O)C=1N=COC1C=2C=CC=C(C2)C(F)(F)F,2.7350000000000003,1.479,2.662,1.027,2.771,1.6059999999999999,2.875,1.62
217,CC(C)N1N=CC=C1C(=O)N2CCNC(=O)C2,1.04,1.0430000000000001,1.08,1.088,1.1560000000000001,1.177,1.178,1.1869999999999998
218,CC(C)C=1C=CSC1C(=O)N2CCNC(C)C2,1.63,2.0740000000000003,1.3439999999999999,2.831,1.689,2.151,1.7319999999999998,2.846
219,C[C@H]1OCCN(CC=2C=CC=CC2Cl)[C@@H]1C(=O)N,1.097,2.45,0.952,2.327,1.241,2.517,1.242,2.627
220,FC=1C=CC=C(F)C1S(=O)(=O)NCC=C,2.5260000000000002,2.525,2.465,2.457,2.634,2.642,2.624,2.64
221,CC(C)NS(=O)(=O)C=1C=CC=CC1Cl,3.003,3.004,2.777,2.775,2.996,3.002,3.078,3.0789999999999997
222,FC=1C=CC(Cl)=CC1C(=O)N2CCOCC2,1.4450000000000003,2.3480000000000003,2.214,2.222,2.46,2.4699999999999998,2.497,2.5
223,FC=1C(Cl)=CC=CC1NC(=O)CN2CSCC2=O,2.517,2.5100000000000002,2.498,2.483,2.645,2.662,2.635,2.643
224,CN(C1CCCC1)S(=O)(=O)C=2C(C)=NNC2C,2.561,2.577,2.473,2.482,2.635,2.642,2.7119999999999997,2.717
225,CC=1C=C(CNS(=O)(=O)C=2C=CC=CC2Cl)ON1,2.478,2.484,2.516,2.511,2.642,2.646,2.6109999999999998,2.588
226,CC(N(C)C(=O)NC=1C=NNC1)C2=CC=C(C)S2,2.2560000000000002,2.387,2.238,2.367,2.3529999999999998,2.476,2.485,2.593
227,CC(C)N1C=C(NC(=O)C2(N)CCCC2)C=N1,1.088,1.674,0.8660000000000001,1.8890000000000002,1.096,1.741,1.1719999999999997,1.8319999999999999
228,CC=1C=CC=C(C)C1CN2CCC[C@@H]2C(=O)O,1.448,1.319,1.371,1.3650000000000002,1.5589999999999997,1.4689999999999999,1.592,1.545
229,CN(C=1C=CC=NC1)S(=O)(=O)C=2C=CC=CC2Cl,1.8290000000000002,,2.035,,2.024,2.884,2.046,2.925
230,CC=1NN=CC1C(=O)N2C[C@@H](F)C[C@H]2CO,0.7060000000000001,0.733,0.819,0.853,0.836,0.884,0.868,0.894
231,NC(=O)[C@@H]1C[C@@H](F)CN1CC=2C=CC(F)=CC2Cl,1.283,2.789,0.946,2.693,1.3969999999999998,2.871,1.428,2.984
232,FC=1C=C(Cl)C=CC1S(=O)(=O)N2CCNC(=O)C2,2.253,,2.299,,2.428,2.4459999999999997,2.421,2.424
