Smiles,C18-TFA,C18-NH4,CN-TFA,CN-NH4,Phen-TFA,Phen-NH4,AQ-TFA,AQ-NH4
CC(C)(C)C1=NN=C(SC2CCCCNC2=O)O1,3.158,3.17,3.102,3.114,3.369,3.381,3.528,3.545
OC(=O)C=1N=COC1C=2C=CC=C(C2)C(F)(F)F,3.365,2.109,3.392,1.757,3.601,2.436,3.705,2.45
CC(C)N1N=CC=C1C(=O)N2CCNC(=O)C2,1.67,1.673,1.81,1.818,1.986,2.007,2.008,2.017
CC(C)C=1C=CSC1C(=O)N2CCNC(C)C2,2.26,2.704,2.074,3.561,2.519,2.981,2.562,3.676
C[C@H]1OCCN(CC=2C=CC=CC2Cl)[C@@H]1C(=O)N,1.727,3.08,1.682,3.057,2.071,3.347,2.072,3.457
FC=1C=CC=C(F)C1S(=O)(=O)NCC=C,3.156,3.155,3.195,3.187,3.464,3.472,3.454,3.47
CC(C)NS(=O)(=O)C=1C=CC=CC1Cl,3.633,3.634,3.507,3.505,3.826,3.832,3.908,3.909
FC=1C=CC(Cl)=CC1C(=O)N2CCOCC2,2.075,2.978,2.944,2.952,3.29,3.3,3.327,3.33
FC=1C(Cl)=CC=CC1NC(=O)CN2CSCC2=O,3.147,3.14,3.228,3.213,3.475,3.492,3.465,3.473
CN(C1CCCC1)S(=O)(=O)C=2C(C)=NNC2C,3.191*,3.207*,3.203*,3.212*,3.465*,3.472*,3.542*,3.547*
CC=1C=C(CNS(=O)(=O)C=2C=CC=CC2Cl)ON1,3.108,3.114,3.246,3.241,3.472,3.476,3.441,3.418
CC(N(C)C(=O)NC=1C=NNC1)C2=CC=C(C)S2,2.886,3.017,2.968,3.097,3.183,3.306,3.315,3.423
CC(C)N1C=C(NC(=O)C2(N)CCCC2)C=N1,1.718,2.304,1.596,2.619,1.926,2.571,2.002,2.662*
CC=1C=CC=C(C)C1CN2CCC[C@@H]2C(=O)O,2.078,1.949,2.101,2.095,2.389,2.299,2.422,2.375
CN(C=1C=CC=NC1)S(=O)(=O)C=2C=CC=CC2Cl,2.459,???,2.765*,??,2.854,3.714,2.876,3.755
CC=1NN=CC1C(=O)N2C[C@@H](F)C[C@H]2CO,1.336,1.363,1.549,1.583,1.666,1.714,1.698,1.724
NC(=O)[C@@H]1C[C@@H](F)CN1CC=2C=CC(F)=CC2Cl,1.913,3.419,1.676,3.423,2.227,3.701,2.258,3.814
FC=1C=C(Cl)C=CC1S(=O)(=O)N2CCNC(=O)C2,2.883,?,3.029,?,3.258,3.276,3.251,3.254
CC1CCCN(C1CN)C(=O)C=2C=NN(C)C2C,1.716,1.556,1.692,2.921,1.962,1.884,2.029,2.225
CCOC1CC(O)C21CCN(CC2)C(=O)C3=CC=CO3,2.629,2.633,2.635,2.646,2.894,2.916,3.013,2.993
FC=1C=CC(=CC1)S(=O)(=O)NC=2C=CON2,2.944,1.837,3.069,1.075,3.305,2.167,3.264,1.92
OCCC1CCCN(C1)C=2C=CC=C(F)C2C#N,3.793,3.805,3.713,3.716,3.983,3.998,4.15,4.139
CNC(=O)CN1C(C)=NN(C1=O)C(C)(C)C,2.039,2.196,2.188,2.323,2.338,2.5,2.487,2.011
CC1CN(CC(C)N1)C(=O)C=2OC(C)=NC2C,1.373,1.721,1.277,2.316,1.59,1.974,1.661,2.057
CCCN1CCCCC1C(=O)N2CCCC(N)C2,1.116,1.364,0.812,4.487*,1.338,1.669,1.326,1.772
FC=1C=CC(F)=C(C1)S(=O)(=O)N2CCNCC2,2.174,2.494,2.262,3.385,2.502,2.855,2.438,3.225
NC1CC21CCC=3C=CC=CC32,2.247,2.862,2.161,3.786,2.561,3.09,2.51,3.997
CC=1C=CC=C(C2CCCCN2C(=O)CN)C1C,2.812,2.862,2.768,4.829,3.118,3.18,3.118,4.314
CSC1=NN=CN1C=2C=CC=CC2C,2.727,2.852,2.982,3.082,3.074,3.2,3.306,3.403
C1CC2(CCNCC2)O1,0.85,0.59,0.81,1.433,1.077,.785*,0.979,1.125
CC(C)CN1CCC(C1)C(=O)N2CCC3(CCOC3)C2,1.805,1.805,1.818,3.316,2.122,2.117,2.041,2.36
CC1=NOC(C)=C1CNC(=O)[C@H]2C[C@H](F)CN2,1.457,1.888,1.361,2.192,1.744,2.223,1.656,2.158
CC(NS(=O)(=O)C=1C=CC=CC1)C2CCCO2,3.286,3.292,3.172,3.181,3.522,3.515,3.557,3.583
CC1CC(N(C1)C(=O)CN)C=2C=CC=C(F)C2,2.531,2.494,2.502,4.353*,2.837,2.866,2.84,3.473*
CC(C=1C=CC=CC1)N2C=CN=C2,2.023,2.972,1.857,3.396,2.373,3.324,2.288,3.688
N=C1SC=CN1CC(=O)NC2CCCC2,1.738,1.529,1.491,2.685,2.011,1.9,1.95,2.11
CC1(C)CCC(=O)NC1,1.934,1.935,1.78,1.798,2.189,2.193,2.388,2.419
CN(C)C(=O)C=1C=CC=C(C1)S(=O)(=O)C,1.835,1.841,2.003,2.019,2.246,2.245,2.172,2.202
CCN(CC)C(=O)C1=CN=C2C=CC=CN2C1=O,1.932,2.096,2.07,2.253,2.252,2.412,2.371,2.523
CC=1C=CC(F)=C(C1)C(=O)N2CCC[C@@H]2C(=O)O,2.795,1.82,2.743,1.235*,3.117,2.1,3.122,2.066
CC=1C=C(C)N(CC(=O)N2CCCCC2)N1,1.961,2.58,1.887,2.538,2.232,2.847,2.401,3.042
OCC1CCCCN1CC=2C=C(C#N)C=CC2F,1.706,3.181,1.62,3.416,2.105,3.309,1.927,3.706
CC(C)S(=O)(=O)NC=1C(C)=NOC1C,2.377,2.383,2.428,2.424,2.707,2.706,2.688,2.712
CN(C)S(=O)(=O)N1C=NC=2C=C(C)C(C)=CC12,3.607,3.886,3.628,3.812,3.796,4.054,4.081,4.277
CC(C)C1=CC(=NO1)C(=O)N2CCCC32CCOCC3,3.751,3.758,3.49,3.503,3.912,3.919,4.07,4.074
CC(=O)NC1(CC2CC3CC(C2)C1)C3,3.48,3.482,3.309,3.327,3.607,3.608,4.048,4.072
OC(=O)[C@H]1CSC2(CCCC2)C(=O)N1,2.423,1.497,2.346,0.915,2.732,1.783,2.752,1.737
CCC1CNCC2(CCOC2)O1,1.535,1.61*,1.1,2.112,1.75,1.868*,1.676,2.323*split large
C1CSC2(CCOCC2)CN1,1.425,1.603*,1.185,2.245,1.691,1.863,1.62,2.01
CN(C1CCNC1)C(=O)CC=2C=CC=CC2Cl,2.234,2.004,2.148,5.031*,2.569,2.429,2.516,3.787*
CC(C)CN(C1CCCC=2C=CC=NC12)C(=O)N,2.017,3.072,1.903,3.081,2.358,3.316,2.285,3.788
CN1CCCC1C2CCCN2C(=O)C=3C=CNN3,1.538,1.294,1.472,2.742,1.903,1.724,1.791,1.961
C1CC(CO1)NC2CCCNC=3C=CC=CC23,1.898,2.515,1.864,3.608,2.23,2.827,2.208,3.663
CC1CN(C)CCC1NC(=O)C=2C=CC=C(C)C2,2.222,2.262,2.14,4.845*,2.49,2.503,2.491,4.104*
CC=1C=C(Cl)C=CC1S(=O)(=O)NC=2C=CON2,3.638,2.472,3.611,1.829,3.927,2.795,3.946,2.609
OC1(CC2CC3CC(C2)C1)C3,3.33*,3.32*,2.93*,2.92*,3.396*,3.305*,3.34*,3.809
OC1CC2CCC(C1)N2,0.582*,0.57*,0.768*,1.32*,0.766*,0.772*,.776*,0.9*
CN1CCNC2(CCCCC2)C1,1.04*,1.441*,0.771*,2.744*,1.252*,1.75*,0.971*,2.44
CN1C=C(C(=O)N2CCOCC2)C=3C=CC=CC13,2.81,2.811,2.925,2.942,3.172,3.172,3.264,3.303
O=S1(=O)CCCN1CC=2C=CC=C3C=CC=NC23,1.762,3.032,1.873,3.122,2.141,3.392,2.217,3.464
NC(=O)CN1CCCC1C2CCCCC2,2.087,3.611,1.875,3.899*,2.409,3.496,2.37,4.176
CN1N=CC=C1CN2C[C@@H](F)C[C@H]2CO,0.821,1.79,0.787*,1.899,1.149,2.112,1.027,2.171
OC(=O)C1CCCCCC1NC(=O)C2CC=CC2,2.936,2.059,2.939,1.391,3.187,2.301,3.273,2.219
CNCC1CCCN1C(=O)C=2C=CC=C(F)C2Cl,2.351,2.122,2.263,5.17,2.689,2.629,2.645,3.943
CN1C(=O)C=2C=CC=CC2C(C)(C)C1=O,3.718,3.713,3.458,3.471,3.845,3.85,4.012,4.052
O=S(=O)(NC1CCCC1)C=2C=CC=C(C#N)C2,3.698,3.701,3.695,3.703,3.977,3.973,4.01,4.034
CC=1C=CC(C)=C(C1)S(=O)(=O)NC=2C=CC=CN2,3.035,3.061,3.008,3.037,3.317,3.315,3.38,3.433
NCC1CCN(C1)C(=O)C=2C=C(F)C(F)=C(F)C2,2.124,1.925,1.841,3.216,2.458,2.352,2.42,2.863
CC=1C=CC(=CC1C)C2CCCN2C(=O)CN,2.603,2.64,2.509,4.416,2.906,2.997,2.934,4.032
CC(=O)NC1CCS(=O)(=O)C=2C=CC=CC12,1.78,1.786,2.021,2.043,2.199,2.212,2.133,2.188
O=C(NC1=NC(=CS1)C2CC2)C3CC43CCNCC4,2.322,2.201,2.342,5.291,2.619,2.662,2.645,3.941
CNC(=O)CN1CCCC1C=2C=CC=CC2,1.738,3.339,1.583,3.377,2.035,3.581,1.988,3.847
ClC=1C=NC=CC1C(=O)NC2(CCSCC2)C#N,2.75,2.82,2.965,3.016,3.133,3.199,3.134,3.216
CN(C)S(=O)(=O)C=1C(C)=NOC1C,2.91,2.921,2.853,2.865,3.229,3.236,3.231,3.253
CC1CN(CCN1)S(=O)(=O)C=2C=CC(C)=C(F)C2,2.445,3.078,2.473,3.838,2.796,3.376,2.76,3.814
CC=1N=CSC1C(=O)NCC=2C=CC=CC2C,3.156,3.211,3.268,3.313,3.424,3.469,3.581,3.636
CC(C)CN1C(CO)=NC=2C=CC=CC12,2.149,3.057,2.074,3.134,2.494,3.334,2.456,3.637
CC(C)C=1C=COC1C(=O)N2CCOCC3(CC3)C2,3.869,3.875,3.544,3.559,3.947,3.949,4.165,4.174
CC1(C)CCCN(C1)C(=O)CN2CCNCC2=O,2.048,2.196,1.708,2.552,2.327,2.506,2.337,2.901
OC1CNC(C1)C(=O)N2CCCC3(CCCCC3)C2,2.529,2.629,2.393,4.581,2.829,2.94,2.857,4.241
CC1CCCN(CC=2N=NSC2Cl)C1,1.733,4.272,1.476,3.618,2.11,4.008,1.97,4.688
CC=1C=CC(=CC1F)C(=O)N2CCCCC2CN,2.272,2.08,2.25,5.191,2.571,2.49,2.599,3.908
OC(=O)[C@@H]1CCCN1C(=O)C=2C=CC=CC2Br,2.78,1.812*,2.742,1.234,3.132,2.1*,3.12,2.082*
CN(C1CCNC1)S(=O)(=O)C=2C=CC(C)=CC2Cl,2.501,2.411,2.517,5.263,2.832,2.819,2.827,4.141
CC1CCCN(C1)C(=O)C=2C=CC=NC2O,2.111,2.111,2.044,2.08,2.399,2.403,2.482,2.523
CC1(C)COCCN1C(=O)C=2C=C(Cl)C=CC2F,3.898,3.902,3.607,3.617,4.014,4.031,4.151,4.172
CCN1C(=NC=2C=CC=CC12)C(C)NC(=O)C,1.729,2.495,1.703,2.678,2.083,2.835,2.029,3.055
CC(=C)CN1N=C(C=CC1=O)C(C)(C)C,4.067,4.069,3.661,3.672,4.06,4.062,4.509,4.509
N[C@H]1CCN(C1)C(=O)C2(CC2)C=3C=CC=C(Cl)C3,2.348,2.478,2.272,3.798,2.685,2.842,2.694,3.58
CCC1(CCC1)C(=O)N2CCC(N)CC2,1.855,1.701,1.549,3.021,2.126,2.058,2.131,2.444
CC=1C=CC(C)=C(CN2CCC[C@H]2CO)C1,2.206,2.797,2.152,4.846,2.545,2.915,2.54,4.019
CCN(C(=O)C1CCCOC1C)C=2C=CN=CC2,1.772,2.369,1.634,2.725,2.075,2.66,2.058,2.885
CC1=NOC(C)=C1S(=O)(=O)NC2CCCC2,3.619,3.625,3.505,3.505,3.821,3.822,3.904,3.928
N[C@H]1CCN(C1)S(=O)(=O)C=2C=C(F)C=CC2Cl,2.169,2.529,2.159,3.606,2.509,2.929,2.488,3.362
CN1C(CNC(=O)C2CCC2)=NC=3C=CC=CC13,1.926,2.727,1.882,2.91,2.26,3.071,2.221,3.266
CC(C)C(C)NC(=O)NC1=NC=NN1C,2.41,2.782,2.342,2.68,2.614,2.98,2.877,3.238
C(C1CCOC1)N2CCOCC32CCCC3,1.512*,3.086,1.287,2.906,1.847,3.078,1.826,3.767
CN1C=C(C=N1)C2CCCN2C(=O)C=3C=CNN3,1.841,1.919,2.109,2.194,2.198,2.278,2.252,2.337
CC=1C=CC=CC1NC(=O)CN2CCNC(=O)C2,1.74,2.171,1.582,2.299,2.029,2.517,2.081,2.599
NC1=CSN=C1C=2C=CC=CC2Cl,2.658,3.102,2.666,3.044,3.016,3.453,3.108,3.467
CCC1=CC=C(CN2CCOCC32CCC3)O1,2.236,4.466,2.145,3.793,2.578,4.257,2.544,4.736
CC=1N=CSC1C(=O)NC(C)(C)C=2C=CC=CC2,3.349,3.42,3.334,3.392,3.571,3.638,3.741,3.816
COC=1C=CC=C(Cl)C1C(=O)N2CCC(N)CC2,1.865,1.788,1.665*,3.2*,2.212*,2.155*,2.169*,2.445
CCCS(=O)(=O)NC=1ON=C(C)C1C,2.703,1.628,2.713,0.945,3.022,1.906,3.021,1.803
CN1CCN(CC1)S(=O)(=O)C=2C=CC=C(Cl)C2,2.262,3.445,2.29,3.56,2.639,3.671,2.609,4.027
CC=1C=CC(F)=C(C1)C(=O)N2CCC(N)CC2,1.925,1.74,1.853,3.244,2.24,2.1,2.252,2.33
COC=1C=CC=CC1C2CCCN2C(=O)C(C)N,2.364,2.371,2.319,3.877,2.681,2.805,2.727,3.398*
FC=1C=CC=CC1S(=O)(=O)N2CCCNCC2,2.006,1.957,2.072,???,2.359,2.393,2.336,2.624
C[C@@H]1CN(CCN1)C(=O)C=2C=CC(F)=C(C)C2,2.068,2.381,1.928,3.35,2.375,2.688,2.389,3.315
NC(=O)C1CC21CCCC=3C=CC=CC32,3.297,3.311,3.317,3.275,3.563,3.577,3.737,3.73
CC=1NC=2C=CC=CC2C1C(=O)N3CCCCC3,3.454,3.465,3.378,3.388,3.704,3.717,3.887,3.908
OC(=O)C1(CC1)NC=2C=CC=CC2,2.866,1.646,2.736,0.856,3.168,1.866,3.179,??
CN1C=C(C(N)=N1)P(=O)(C)C,0.769,0.822,0.999,1.074,1.073,1.107,1.105,1.149
CNC(C)C=1C=CC=NC1,0.612,???,0.721,2.097,0.848,1.333,0.86,1.43
CC(C)C1CN(C)CCN1CC=2SC=NC2C,1.689,2.711,1.609,4.621,1.96,2.845,2.036,4.282
CC1CN(CCO1)C(=O)C2=NNC=3C=CC=CC23,2.601,2.604,2.691,2.712,2.899,2.892,2.968,2.972
CCNS(=O)(=O)C=1C=CC=2OCCC2C1,2.975,2.98,3.001,3.003,3.322,3.33,3.305,3.325
CC1=NN(C(C)=C1C)S(=O)(=O)C=2C=CC(C)=CC2,4.257,4.277,3.917,3.899,4.369,4.361,4.542,4.559
FC=1C=CC=CC1S(=O)(=O)CC=2C=CN=CC2,1.833,2.633,1.9,3.031,2.2,3.058,2.148,3.072
COC=1C=C(Cl)C=CC1CN2CCNC(=O)C2,2.037,2.986,2.001,3.065,2.388,3.308,2.383,3.517
CC1=NN(CC=2C(C)=CC=CC2C)C(N)=C1C#N,3.615,3.635,3.551,3.547,3.886,3.851*,3.922,3.946
CC1(CCOCC1)C(=O)O,???,???,???,???,???,??? ,???,????
"N[C@@H]1C[C@H]1C=2C=CC=CC2C(F)(F)F |&1:1,3,r|",2.31,3.204,2.255,3.927,2.574,3.347,2.656,3.996
CC1(C)CN(CCO1)C(=O)C(N)C=2C=CC=CC2,2.003,2.335,1.875,2.878,2.243,2.587,2.312,2.848
CC1CN(CC2=CC(=CS2)C(=O)N)C(C)(C)CO1,1.41,2.919,1.462,2.964,1.729,3.112,1.665,3.338
CC=1C=CC(=C(C)C1)S(=O)(=O)NC=2C=CC=CN2,3.07,3.057,3.012,3.009,3.323,3.346,3.384,3.411
CC1=CSC(=N1)C(C#N)C(=O)C=2C=CC=CC2F,3.046,2.542,3.262,2.229,3.397,2.83,3.397,???
CNS(=O)(=O)C=1C=CC(F)=CC1,2.635,2.636,2.585,2.582,2.958,2.967,2.973,2.994
FC=1C=CC(=C(F)C1)S(=O)(=O)N2CCOCC2,3.33,3.338,3.269,3.267,3.633,3.646,3.632,3.658
CCS(=O)(=O)C=1C=CC(=CC1)N2CCCC3(CC3)C2,3.092,4.405,3.538,4.008,4.097,4.532,4.265,4.662
OC(=O)C1CCN(CC=2C=CC=C(F)C2F)C1,1.753,1.572*,1.625,1.421,2.109,1.859,2.047,1.751
CN(C)C(=O)C(N)C=1C=CC=CC1,1.606,1.849,1.381,2.342,1.884,2.145,1.886,2.105*
CC(C)N1C=NN=C1C=2C=CC=CC2Cl,2.561,2.803,2.726,3.059,2.897,3.144,3.063,3.331
CC1CCC2(CCN(C2)C(=O)CNC(=O)C)C1,2.684,2.881,2.873,2.883,3.162,3.172,3.402,3.39
CC=1C=C(SC1C)C(=O)N2CCCC2C(=O)O,2.972,1.791,2.935,1.406,3.288,2.69,3.306,2.065
COC=1C=CC=2C=C(C=CC2C1)S(=O)(=O)N(C)C,4.065,4.076,3.957,3.927,4.235,4.253,4.356,4.395*
CC=1N=C(CN2C(=O)NC3(CCC3)C2=O)OC1C,2.482,2.519,2.514,2.562,2.801,2.847,2.842,2.884
CC(C)(C)NC(=O)C1CCCCC1C(=O)O,3.012,2.065,2.899,1.417,3.185,2.408,3.342,2.71*
CCN(C)C(=O)C1CSC2(C)CCC(=O)N12,2.361,2.361,2.328,2.345,2.694,2.705,2.724,2.739
O=S1(=O)CCC=2C=CC(NCC3CCC3)=CC21,3.361,3.88,3.166,3.773,3.612,4.165,3.682,4.196
CC=1C=C(C(Cl)=CC1F)S(=O)(=O)N2CCC(N)C2,2.551,2.918,2.57,4.062,2.888,3.234,2.908,3.691
OC1CCN(CC1)C=2C=CC=CC2C#N,2.89,2.924,2.912,??,3.186,3.226,3.294,3.325
CN1C=CN=C1S(=N)(=O)C,0.721*,0.82,0.88,1.023,0.999,1.142,0.974,1.114
CN(C1CC1)C(=O)C(N)C=2C=CC=CC2,1.996,2.324,1.891,3.042,2.277,2.64,2.303,3.078
CN(C)C(=O)CC=1C=CC=C(F)C1,2.715,2.717,2.683,2.693,3.027,3.038,3.148,3.156
CC=1C=CC(NC(=O)CN2CSCC2=O)=C(F)C1,2.949,2.944,2.993,2.998,3.261,3.272,3.273,3.291
CCCS(=O)(=O)N1CCCC1C=2C(C)=NNC2C,2.123,2.678,2.085,2.809,2.457,3.011,2.446,3.073
CC1=NN(C(C)=C1C)S(=O)(=O)C=2C=CC(Cl)=CC2,4.482,4.502,4.044,4.016,4.525,4.543,4.722,4.748
NC(=O)C1(CC1)NC2CCCSC2,1.336,2.325,1.12,2.298,1.622,2.663,1.595,2.727
CCS(=O)(=O)NC=1C=C(C)C=C(C)N1,1.948,2.022,1.899,1.996,2.252,2.329,2.268,2.357
O=C(C1COCCO1)N2CCCC3(C2)CCCCCC3,4.291,4.296,3.754,3.762,4.257,4.275,4.661,4.664
CN(CC(F)F)S(=O)(=O)C=1C(F)=CC=CC1Cl,3.903,3.907,3.869,3.852,4.151,4.17,4.18,4.214
CC1OCCC21CNCCO2,??,???,???,???,???,???,?,??
CC1=NNC(C)=C1CN2CCCSCC2,1.282,2.108,1.252,2.969,1.644,2.467,1.558,?
CC1CCCN(C1)C(=O)C=2C=NN3C=CC=NC23,2.666,2.668,2.705,2.72,2.955,2.97,3.154,3.159
CSC=1N=CC(Cl)=C(N1)C(=O)N2CCCCC2C,4.033,4.037,3.685,3.686,4.18,4.197,4.305,4.336
CCC(=O)NC1(CC=2C=CC=CC2C1)C(=O)O,2.619,1.699,2.631,1.021,2.927,1.899,2.967,1.874
O=C(N1CCCCC1)N2CCOCC2,2.472,2.48,2.386,2.404,2.727,2.743,2.934,2.945
CCC(=O)NC1(CCCC1)C2=NC(C)=CS2,2.148,2.865,2.023,2.813,2.357,3.09,2.53,3.298
CN(C)C(=O)CC=1C(F)=CC=CC1Cl,3.12,3.123,2.993,3.012,3.381,3.4,3.509,3.528
CN(CC=1C=CC=CC1F)C(=O)C2CCNC2,2.118,1.882,2.095,???,2.453,2.357,2.483,?
CC=1C=CC(=C(Cl)C1)S(=O)(=O)N2CCCC(N)C2,2.527,2.838,2.563,4.444,2.863,3.149,2.871,3.812
"C1C[C@@H]2NCCCO[C@H]2C1 |&1:2,8,r|",1.1*,0.911,??,1.991,1.529,1.316,1.37,1.591
CC1CN(CCO1)C(=O)CC=2C(C)=NOC2C,2.163,2.159,2.25,2.26,2.469,2.488,2.507,2.524
O=C1CCS(=O)(=O)C=2C=CC=CC12,2.225,2.234,2.354,2.362,2.7,2.713,2.574,2.613
ClC=1C=CC=CC1S(=O)(=O)N2CCNC(=O)C2,2.503,2.507,2.732,2.732,2.897,2.909,2.88,2.908
ClC=1C=CC=NC1NC(=O)C2CC2C3CC3,2.768,3.142,2.727,3.096,3.035,3.395,3.182,3.562
CC(C(=O)N)S(=O)(=O)C=1C=CC=2C=CC=CC2C1,2.855,2.865,3.007,3.013,3.193,3.212,3.218,3.251
COC=1C=CC=CC1CN2CCOCC32CCC3,2.15,4.318,2.359,4.324,2.64,4.168,2.591,4.664
CN(C=1C=CC=CC1F)S(=O)(=O)C=2C=NNC2,2.858,2.867,3.002,3.002,3.221,3.235,3.209,3.241
FC=1C=CC(NC(=O)N2CCC3(CCOC3)C2)=NC1,1.941,2.433,2.019,2.586,2.226,2.761,2.301,2.856
CC1CN(CC2=C(Cl)C=NN2C)CC(C)S1,2.319,4.696,2.396,3.984,2.676,4.551,2.717,4.995
"N[C@@H]1C[C@@]21CCOC=3C=CC=CC32 |&1:1,3,r|",2.056,2.86,2.036,3.299,2.392,3.137,2.382,3.626
CC=1C=C(C)N(N1)S(=O)(=O)C=2C=CC(F)=C(C)C2,4.208,4.225,3.891,3.871*,4.319,4.341,4.471,4.503
FC=1C=C(C=C(F)C1F)S(=O)(=O)NC=2C=CON2,3.467,2.177,3.473,1.36,3.766,2.431,3.785,2.342
CC(NC(=O)C=1SC=CC1C)C=2C=CC=CN2,1.93,3.252,1.922,3.201,2.251,3.471,2.301,3.685
CC1CC(C)(C)CC(CO)(C1)NC(=O)C2CC2,3.656,3.664,3.441,3.524,3.747,3.763,4.036,4.056
CC1=NOC=2N=CC(=CC12)C(=O)N3CCSCC3,2.666,2.672,2.815,2.824,3.096,3.118,3.026,3.05
CC1(C)CCCC(O)(CNC(=O)C2CCC2)C1,3.45,3.453,3.285,3.285,3.553,3.572,3.816,3.833
CC(C)N1N=C(C)C(NS(=O)(=O)C(C)C)=C1C,2.431,2.663,2.38,2.65,2.704,2.966,2.761,3.008
NC1CCCN(C1)C(=O)C=2C=CC(F)=CC2F,1.878,1.844,1.759,3.235,2.204,2.251,2.196,2.485
NC1CCN(CC1)C(=O)C=2C=CC=CC2F,1.575,1.434*,1.482*good test,2.802*,1.894,1.778,1.886,1.924
CCC1(CCCC1)C(=O)NC2CCCNC2,2.236,2.18,2.184,4.24,2.482,2.406,2.589,??
CC=1C=CC(=CC1)S(=O)(=O)NC=2C=CC=CN2,2.736,4.25,2.726*,2.733,3.037,3.062,3.07,3.106
CCC1=CC=C(CN2C(=O)N[C@@H](C)C2=O)S1,3.285,3.285,3.223,3.217,3.548,3.564,3.63,3.659
O=C1C=C2COCCN2C(=O)N1,0.976,1,1.145,1.149,1.386,1.398,1.258,1.289
N[C@H]1C[C@@H](C1)C2NC(=O)NC2=O,0.61,0.56,0.698,0.936,0.735,0.75,0.732,0.733
CC(F)(F)C1(CC2(C1)C3(CC4(C3)C(=O)O)C4)C2,4.018,2.637,3.869,2.37,4.059,2.824,4.269,2.9465
CCC=1C=CC(OC)=C(C1)S(=O)(=O)N(C)C,3.88,3.886,3.608,3.615,4.011,4.023,4.099,4.108
NCC1CCCN1S(=O)(=O)C=2C=C(F)C=C(F)C2,2.283,2.141,2.06,4.043*,2.441,2.51,2.549,2.881*
NC=1N=CC=NC1OC2CCC2,1.978,2.892,1.596,2.743,2.134,3.02,2.233,3.339
OC(=O)C1(CC2(C1)C3COC3)C2,1.784,0.71,1.811,0.751,2.003,1.069,2.059,0.913
CN(C1CCNC1)S(=O)(=O)C=2C=CC(Cl)=CC2C,2.717,2.575,2.616,4.738,2.916,2.901,3.043,4.139
C(C1CC1)C2CCNCC2,2.127,1.708,1.655,?,2.27,2.091,2.389,2.798
OC(=O)C=1C=CN=CC1OC=2C=CC=CC2,1.8,1.409,1.715,1.27,1.996,1.701,2.036,1.618
CC1CC(N)CCN1S(=O)(=O)C=2C=CC=C(F)C2,2.347,2.109,2.224,?,2.545,2.48,2.62,3.298
CC1(C)CC2(CCNC2)CCO1,1.443,1.071,1.027,1.623*,1.562,1.361,1.63,1.531
CP(=O)(C)C=1C=CN=C(N)N1,0.746,0.864,1.001,1.191,0.971,1.748,1.028,1.24
FC=1C=CC=C(C1)S(=O)(=O)N2CCNC(=O)C2,2.461,2.472,2.606,2.608,2.811,2.825,2.767,2.774
CC1(C)CNC(=O)CN1C(=O)C=2C=CN=CC2,1.134,1.524,1.012,1.853,1.4,1.824,1.363,1.836
C1CC1C2=NOC(=N2)C3CNC3,1.401,1.161,0.996,1.718,1.583,1.47,1.601,1.534
CC1=NC(=NO1)C2CC3CCC(C2)N3,1.416,1.222,1.173,2.023,1.667,1.446,1.619,1.551
CN(C(=O)C)C=1C=CC=CC1C(=O)O,2.133,1.136,2.117,0.736,2.393,1.389,2.43,1.368
FC1(F)CCC(CC1)C2CCN2,1.817,1.582,1.482*,2.793,2.035,1.814,2.051,2.12
CC(C)(C)C=1N=CSC1C(=O)N2CCC(N)C2,1.709,1.874,1.452,2.134,1.883,2.095,1.919,2.351
CC=1C(Cl)=CC=CC1S(=O)(=O)NCC2CCCN2,2.53,2.34,2.425,4.709,2.73,2.649,2.863,3.904
COC(=O)C1CNCC21CS(=O)(=O)C2,0.879,0.717,0.748,1.34,1.123,?,1.09,1.111
OC(=O)C=1SN=NC1C2CCC2,3.107,1.297,2.865,1.051,3.301,1.642,3.361,1.54
CNC1(CO)CCC=2C=CC=CC2C1,1.912,1.605,1.607,2.429,2.203,1.982,2.172,2.342
CN1CCCN(CC1)S(=O)(=O)C=2C=CC=CC2,1.999,2.499,1.885,3.636,2.237,2.736,2.257,3.613
O=S1(=O)CCOC2(CCNCC2)C1,0.719,0.627,0.756,1.248,1.008,0.8,0.94,0.911
CO[C@@H]1C[C@@H]2CC[C@H](C1)N2,1.331,0.9,0.886,1.569,1.453,1.272,1.532,1.423
COC1(CNC1)C=2C=CC=CC2,1.824,1.52,1.406,2.217,1.992,1.839,2.084,2.254
CC(N)C1OCCC=2SC=CC12,1.965,1.6975,1.661*,2.386*,2.1795*,2.0695*,2.2305*,2.4365*
COC(=O)C1(CC2(N)C1)C2,0.986,1.441,0.747,1.402,1.093,1.66,1.208,1.299
CC=1C=C(ON1)C(=O)N2CC(=O)NCC2(C)C,1.914,1.917,2.055,2.057,2.191,2.21,2.179,2.186
C[C@@H]1CC2(CCCC2)C(=O)N1,2.699,2.699,2.47,2.485,2.849,2.86,3.147,3.147
NC1(CCC1)C2=NC=CS2,1.394,1.871,1.04,1.809,1.533,2.08,1.611,2.461
CSC=1C=CC(C)=C(C1)C(=O)N2CCNC(=O)C2,2.5,2.502,2.591,2.603,2.836,2.839,2.826,2.832
CC=1C=C(C(=O)NC(C#N)C=2C=CSC2)N(C)N1,3.154,3.166,3.313,3.318,3.423,3.437,3.451,3.457
